sparsity,ppl
0.0,6.332284712076722
0.1,6.3275743155839415
0.2,6.325767178945338
0.3,6.316766511487169
0.4,6.3042215724831125
0.5,6.301662523268397
0.6,6.347398376659959
0.7,6.4365000320580625
0.8,6.653304826324377
0.9,7.493105683268643
0.95,9.409761421320335
